order_id,customer_unique_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,Order_Gap
0c78080d6694709647442e7efb1d2a5e,1bd843b2bc9b09595f3ed35d4f031506,delivered,2017-10-19 11:56:00,2017-10-27 19:43:00,2017-11-08,8.0
0cae2524ce4d7c4658153705a054c722,a672e4e4af506e713c1b4373e038cabb,delivered,2018-04-13 10:13:00,2018-04-18 18:52:00,2018-04-30,5.0
0cae3fb9a90f5aeeb7b3770b88f77851,63606d6ecee30138790da5be23cac8e4,delivered,2018-03-12 14:07:00,2018-04-14 01:41:00,2018-04-04,33.0
0cc25005d4c6ad2b8ca080644cee93d8,be062ffc58427d6c959180b68a67471d,delivered,2017-11-24 09:58:00,2017-12-01 21:39:00,2017-12-08,7.0
0cc76fbe09687fda664178e9fc6c404f,2f53681bf01c5cff02bada5809fe302e,delivered,2017-12-30 22:51:00,2018-01-06 13:53:00,2018-01-24,7.0
0d09617395364c88c4ad7c457b439314,6dade60d28a0f5b8ae7e8d67321b4141,delivered,2018-06-04 08:33:00,2018-06-20 18:52:00,2018-07-11,16.0
0d522996b29429a46093cbc004e8f29d,29869c1422b9c068973f8e44575f73d6,delivered,2018-04-28 08:17:00,2018-05-11 21:21:00,2018-05-21,13.0
0d783e7e03dd70fd2ea6a0b33bb73706,2ed2d94955614ec3262ce7575ef997f9,delivered,2017-09-10 22:42:00,2017-09-19 21:32:00,2017-09-21,9.0
0d8e03520c1b877edaf5ef24f7abb5cb,28a4a9aa9bd3640e1f9a9cf542cb25fd,delivered,2018-05-12 17:51:00,2018-06-28 14:03:00,2018-06-26,47.0
0dadb750778faa5d3a1d6d69a37dc8d6,02bc079a58dfe937bdc5d97c8bac00ac,delivered,2018-03-18 18:21:00,2018-04-08 19:19:00,2018-04-13,21.0
0dbcaa88e213607d3795e96eda505c73,688bb6776d5f885e4b46d4c4bac240c2,delivered,2018-07-01 18:07:00,2018-07-07 15:47:00,2018-07-20,6.0
0dc9297ae7a839d499730fd9acdd00f3,aed838b04abeb2fb94566d0a073bd718,delivered,2017-02-28 20:57:00,2017-03-03 07:05:00,2017-03-21,3.0
0dfc5762a0ff5c737811e18023883a86,9e8993ba2665307b71bd1641c2e1cb3d,delivered,2017-05-04 08:38:00,2017-05-17 10:27:00,2017-06-09,13.0
0e3fb5621c179dff735c7494afef624f,06caeba6db23a17bf9bcb3846b768387,delivered,2017-05-26 02:28:00,2017-06-12 14:53:00,2017-06-27,17.0
0e52eaa92a794742da29c413a23a7b80,693343dbec3bbc6b1641ee705715a12f,delivered,2018-06-26 21:23:00,2018-07-09 13:44:00,2018-07-26,13.0
0ec61157a488963fe217233f74c52760,851f75e1a1ffe3612cde92428a7e9701,delivered,2016-10-09 23:50:00,2016-10-31 11:54:00,2016-12-02,22.0
0f02ea56e4c9e7d30adb19a0c3e07b02,1cdf413d3539b5e8c100bea1ec5a881f,delivered,2018-02-28 23:42:00,2018-03-14 00:58:00,2018-03-19,14.0
0f127f53a526c20902f9966a2a38846f,ed3540836eb82093f5647ec31a037f42,delivered,2017-12-01 12:26:00,2017-12-22 18:12:00,2018-01-09,21.0
0f2bbeda958833e5a67ceb4368f282fe,1500da334da019c68fda219f942ba38a,delivered,2018-04-29 09:43:00,2018-05-14 18:58:00,2018-05-23,15.0
0f344e8ea4fe9078a8183936e5407113,18ae61c98401cffe6c25c525f8ecc7bd,delivered,2017-08-05 22:25:00,2017-08-25 20:26:00,2017-09-11,20.0
0f548bd29148ebc519d6495e37a284e1,5476fc5a4a6fd7f746b9e0461a585ec8,delivered,2017-09-03 08:06:00,2017-09-08 16:26:00,2017-09-27,5.0
0f93b20928bc59f8571a39b03ed0c1bb,d7104510a89e6fb895b8104650173787,delivered,2017-09-25 09:48:00,2017-10-10 22:58:00,2017-10-19,15.0
0f93c58739ea2f69d93afa96a7a07855,9dfcc502727549f99c9f73dbd28b35e9,delivered,2017-11-21 11:44:00,2017-12-07 21:10:00,2017-12-12,16.0
0fc5deb2df203e00080d925c2c8d1dfd,24807abbbdb040003fa4c1f72b686431,delivered,2018-07-21 15:08:00,2018-07-28 19:08:00,2018-08-07,7.0
0fcddd81b836920211d255a9bd25ae50,de94076bba3c66ffaaa867d14a663cbe,delivered,2017-10-19 09:31:00,2017-10-30 22:31:00,2017-11-10,11.0
1018e87031636df2c2dfa4af21df3642,aaf46bd4e1ad43275a5a20bd485e7661,delivered,2017-05-05 20:49:00,2017-05-18 11:54:00,2017-06-05,13.0
101d45ec36017120849bced34020c170,1bd843b2bc9b09595f3ed35d4f031506,delivered,2017-11-22 09:51:00,2017-12-06 14:16:00,2017-12-12,14.0
10440809f608f9f9bbec0bf06a82b160,14843983d4a159080f6afe4b7f346e7c,delivered,2018-06-10 22:51:00,2018-06-14 23:51:00,2018-06-20,4.0
106ff3ba3e84e22713bf2a10c582fd94,41b75ed52acfa208903915c459a5e3fd,delivered,2018-04-08 01:21:00,2018-04-20 10:03:00,2018-04-25,12.0
10758901b602fdec377ba3f189e531f5,31d436bafbad927dc79b130826dc3404,delivered,2017-11-21 16:40:00,2017-12-12 01:08:00,2017-12-07,21.0
10bce195e3966122a3dd0e2aa676f761,6b1070bfaad94d225e6cab57b47e2326,delivered,2017-01-19 13:38:00,2017-01-27 10:42:00,2017-02-21,8.0
10e0435082ce8df9498c8d5fa6d79fad,77e0a2e2281e2a533eb62268371a4bc6,delivered,2017-05-23 10:33:00,2017-05-29 09:49:00,2017-06-14,6.0
10e080f0e43ef41f43b9ff6da4451835,0be419a69453900fff1337bc4c3e0f0f,unavailable,2017-03-02 21:27:00,2017-03-28 00:00:00,2017-03-28,26.0
1103b5da42ef752c4264d8e1b942aa3f,fd45ef982d27eb5aaa153990b7c8140b,delivered,2017-06-16 17:54:00,2017-06-22 13:03:00,2017-06-29,6.0
110d9355d6338eab0a65a0cacdde5434,4e0e24ed6b791dca50eacced49d5e2d1,delivered,2018-07-24 21:30:00,2018-08-02 19:46:00,2018-08-10,9.0
11642b906362f0d80a1228e1fa45a18e,c836c92436fdcd6e5475ef442481385c,delivered,2018-02-24 17:10:00,2018-03-19 23:32:00,2018-03-16,23.0
1166c0cee90e165a1b3cf275339be6cc,1cdf413d3539b5e8c100bea1ec5a881f,delivered,2018-07-21 19:29:00,2018-07-30 21:38:00,2018-08-13,9.0
119060af27b04f5fae8b2b0e27eef7f9,ccd9fc8fd74bc87817d864a5dfc1bf1d,delivered,2018-06-11 14:34:00,2018-06-14 22:18:00,2018-07-05,3.0
1190d4d9e67a90f9de44a7db2a0ceb52,e3170caa179176b49f1265ffde5c27fc,delivered,2017-04-20 22:05:00,2017-05-13 12:05:00,2017-05-10,23.0
11a712e608d2c5d35b89246489db966d,bfb0780e4148d65b5490d6195da4bcb0,delivered,2017-12-28 20:21:00,2018-01-26 23:34:00,2018-02-19,29.0
11c8a3b7adc8c5c3f5ae4f0257c5e953,bacd3fc37792ceefcb45e0e90c9ffe42,delivered,2017-10-16 19:17:00,2017-10-19 16:14:00,2017-10-26,3.0
121359da115bccea4657956562bb3266,6acc5385a15c441abe050fc7abda50bf,delivered,2017-06-25 13:59:00,2017-07-26 16:04:00,2017-07-18,31.0
123bf681d8f2bbf410339ccef14d9c42,d3857f98166ef23ca95d44cbe9b1828c,delivered,2018-07-04 13:31:00,2018-07-24 13:12:00,2018-07-30,20.0
12437f8c2f1cd4825ce82cc6e42ec5a6,249749451a0cae7e2de98adce5811f02,delivered,2017-07-05 17:24:00,2017-07-15 12:28:00,2017-07-25,10.0
12958a97a4e26a4e7dd8bce7de8955b9,570eb70ff97166b85ea96be3bfb65fef,delivered,2018-01-13 13:21:00,2018-01-24 20:13:00,2018-02-15,11.0
12c52aeb1dba3fcbef2e36accacca1e4,3ee932c2f695c34affbbeb9a299c8166,delivered,2018-02-13 15:19:00,2018-02-22 15:52:00,2018-03-08,9.0
132761d24f94ef259bcbde9dacecb2e2,e5ab9d9cc98f8d5befc51f952a44c87b,delivered,2017-12-14 20:43:00,2018-01-11 18:46:00,2018-01-10,28.0
1347a24fc320c48fcaf6ed2bed66ee30,15b3549f16e0f7bdc1afcbad647eb8a6,delivered,2018-06-28 23:30:00,2018-07-09 18:56:00,2018-07-24,11.0
141ad0192cfa16174e4fd0a1a7e7ba4a,73e879f10191d104c98f767f967b1e63,delivered,2018-06-03 21:08:00,2018-06-05 20:32:00,2018-06-28,2.0
14aa8f56b7d871b721f38b3e355dfb94,2f53681bf01c5cff02bada5809fe302e,delivered,2018-05-09 13:44:00,2018-05-12 03:06:00,2018-05-17,3.0
14be0a96bf13d58196fd144c4b086fe4,0b5295fc9819d831f68eb0e9a3e13ab7,delivered,2018-02-28 13:42:00,2018-03-14 16:02:00,2018-03-26,14.0
15623f35d6d5eaa2fcd185a613927e86,b53bb01fd133da16d7c7d9b602a3aac7,delivered,2018-04-18 19:04:00,2018-05-10 20:11:00,2018-05-21,22.0
1565a76a3a30915bbcab8d5e698836cc,63606d6ecee30138790da5be23cac8e4,delivered,2018-05-18 11:34:00,2018-05-23 20:34:00,2018-05-29,5.0
1566b03e9df5420213f4e45d3b753aa2,ffe254cc039740e17dd15a5305035928,delivered,2017-12-17 20:45:00,2017-12-22 13:05:00,2018-01-12,5.0
159da9914b51de617fe80162939965c5,7ad12bd39f33737cb4f634c8c44af118,delivered,2018-07-04 23:13:00,2018-07-13 14:04:00,2018-07-24,9.0
15f87e8764a5e47beae5ebd7eb815397,e1d387b30e693029c1e3d9ffe5df61e0,delivered,2018-02-28 20:29:00,2018-03-25 12:13:00,2018-03-13,25.0
1667776af91110f93bdb9aedfe229e05,10b960a4f2cfecc03e6c89b4b02ebab6,delivered,2017-12-14 11:25:00,2017-12-27 21:18:00,2018-01-15,13.0
168cd953540aa3251bdfb407cdc4b6d4,56a9c159fffe93bdef88ffbf6e729712,delivered,2018-02-08 13:31:00,2018-02-26 12:49:00,2018-03-08,18.0
16e5e020f226b58f660770e190042ad2,8dfb9fff0eac6a63f34ed7707068e988,delivered,2018-05-02 13:24:00,2018-05-04 20:58:00,2018-05-15,2.0
173be97f981ae72384ff95a719544e7e,7cdad7ad32a8ed3d160ca312e16d29f1,delivered,2018-02-13 22:54:00,2018-02-26 19:35:00,2018-03-06,13.0
17784b9fbb37fb0bdc230d8ed6f6b355,b6a3c8559ca50f11853e81dcc7674f2f,delivered,2018-03-08 19:06:00,2018-03-23 15:08:00,2018-04-04,15.0
17a9050c446ea78f7108b7a5515aa438,f4dc0a81a11d3d270ccf5a9c4b5b187b,delivered,2017-06-01 19:44:00,2017-06-12 15:43:00,2017-06-27,11.0
17b374e5c126d99970336dd8a72bcb91,5cc1fbd02e6b7cd1113dd836fbbbcc13,delivered,2018-06-07 22:47:00,2018-06-16 16:28:00,2018-06-29,9.0
17c27a26080bebdb67c4807b9b51b8ff,af13324b5f4c0a838fe662c52a44b959,delivered,2017-10-10 22:11:00,2017-10-27 22:04:00,2017-11-09,17.0
180c04aeebcb390784f7d9c08dbd159d,7af8bc059cb4c4c55038a142b99da13b,delivered,2017-09-14 16:18:00,2017-10-09 15:43:00,2017-10-06,25.0
1811959f3ced8abc0645c21285a5a4d5,9bca65d60b3dffad98eafa3c50101fad,delivered,2017-02-28 17:40:00,2017-03-10 12:08:00,2017-03-22,10.0
18131b2990b1052f6a818f25ee7c332b,10b960a4f2cfecc03e6c89b4b02ebab6,delivered,2018-08-21 14:19:00,2018-08-29 18:32:00,2018-09-21,8.0
1839b1db32d5ea90a7fc3ca19bdd16ad,6cd042e0832c40d2eebf82b2521a8487,shipped,2017-11-09 16:08:00,,2017-11-29,
188804952924592ac0678c7ab1b42860,cd3f977fbad60553fce0f193593802bb,delivered,2018-08-12 13:51:00,2018-08-30 12:21:00,2018-09-17,18.0
18a9398e5e966aab086a3cdd0053e0b2,e46d6bcd22d95a9d167d807372d08add,delivered,2017-12-31 10:57:00,2018-01-17 18:16:00,2018-02-08,17.0
192082962267d28289dfce5229891db6,456351381464fe44c74f85a122d86839,delivered,2018-01-28 19:17:00,2018-01-31 18:33:00,2018-02-14,3.0
1921024da7f9d26bae5f85b4e382fe07,1973beff39565594011f9a0ef66f923e,delivered,2017-10-28 11:41:00,2017-11-01 17:05:00,2017-11-13,4.0
19c36691fd116059bf49b7960f1db743,a590fdd68e210fa5f42764a2493f6223,delivered,2017-10-24 14:33:00,2017-11-08 16:18:00,2017-11-14,15.0
1a75ed2e9cc04b329fbbf472ea0ea100,bbdf651cbace0c9efc7fd3184235aa74,delivered,2017-11-24 12:35:00,2017-12-29 17:14:00,2017-12-27,35.0
1aa53856bbf007e716eab896ddea3187,6e066424e17b2da4b735194531fb99a6,delivered,2018-04-04 14:35:00,2018-04-11 15:52:00,2018-04-20,7.0
1ac07c9b7a1884eef11bf47d3630dd74,0a3f32fce9d5056b96a9fe604715982b,delivered,2017-10-17 08:55:00,2017-10-26 21:11:00,2017-11-07,9.0
1affc4ad6b0957720114bf91c2f39879,ba7ae7b528a2b8359ff63e3014da964c,delivered,2017-03-15 19:34:00,2017-03-23 15:42:00,2017-04-03,8.0
1b0eaf74d5b9166e7e9dc0b39be862a8,5608c8ba4ec9e036b755a199c5fd51ef,delivered,2017-08-01 10:04:00,2017-08-14 11:58:00,2017-08-25,13.0
1b27045ffd0c3cc49c737c6ec7c4756a,02bc079a58dfe937bdc5d97c8bac00ac,delivered,2018-03-26 22:18:00,2018-04-02 20:58:00,2018-04-18,7.0
1b575c5682ee1dd86b9dd3c78691c02c,a1605a83a0e36258d7eb2da55bb5ff4c,delivered,2018-05-03 22:37:00,2018-05-10 21:17:00,2018-05-28,7.0
1b99333d39cf95f48be3864b2e1e88b3,e8085241eb1297eaa9bfa9453ea0b1ca,delivered,2017-05-23 20:19:00,2017-05-28 12:22:00,2017-06-05,5.0
1bd518c15ee16570e9b8c8e29fde9ab6,8bc183d9b9efac18f96f680940191c45,delivered,2018-07-22 17:13:00,2018-08-08 00:32:00,2018-08-17,17.0
1c2d01bbcf7e33d42dba32128b5d9869,9e5f9798a71d8f5ec3020a5500d70430,delivered,2018-05-23 20:34:00,2018-06-05 15:33:00,2018-06-14,13.0
1c2e03f112c29c38cc65602a33043198,57f06135a2656bfab535243f705fc8f6,delivered,2017-12-19 10:32:00,2017-12-29 21:46:00,2018-01-19,10.0
1c3a814fa046dc2f684276b1ca26786e,7d373e92dd3086b4c37e9868fc8999c1,unavailable,2017-04-11 08:25:00,,2017-05-03,
1c4a92d82c1b0dec18bef12da3fa7756,9a7b819bc0d6d9e9ce14fc7bb3925ff8,delivered,2018-06-20 16:15:00,2018-06-27 19:17:00,2018-07-19,7.0
1ca88ffec09fd363aa4aa1cb994c851d,8f20ece0099d6e5c22c1fd0c24a1e681,delivered,2018-03-10 20:04:00,2018-04-03 16:16:00,2018-03-29,24.0
1cc3ae63caffff2d6c3ee3e78e074acf,8d78819a02ccaa0243dbdb0888c7ba8b,delivered,2017-08-07 21:35:00,2017-08-10 18:05:00,2017-08-25,3.0
1d21d12aea4b6b1a7debf1e5e5604734,32ea836b21bcefba824d2b279bc42e53,delivered,2018-01-25 15:50:00,2018-02-18 19:22:00,2018-03-05,24.0
1d812d7b785dff5e4568cc8f7e76f230,66d201c13937598dd4e036788a10a203,delivered,2018-02-22 16:11:00,2018-03-06 19:06:00,2018-03-19,12.0
1d9620d3304b1a785d94220904c4a33b,0181f57a87c6a2f0e0fe2807f67aef0e,delivered,2017-11-20 11:45:00,2017-12-01 00:29:00,2017-12-13,11.0
1da92dd75ffc36cc14317d51cabcc67e,a06d94b5d758fbc36c8f679d98ae1fc5,delivered,2017-10-06 16:57:00,2017-10-18 18:04:00,2017-10-31,12.0
1e9c5ca232e1cdb290cb11b20d668c50,af13324b5f4c0a838fe662c52a44b959,shipped,2018-03-07 08:44:00,2018-05-12 00:00:00,2018-05-02,66.0
1ea0993dbee417148367f2243ce047ec,10d5890ed5e7ec78a7db23b5ac579b17,delivered,2018-01-27 11:20:00,2018-02-17 00:04:00,2018-03-01,21.0
1ee5d17041db39cb827e197b01ff53cd,d43e7cbf7354f1f46a7a1b30701017b3,delivered,2018-04-13 19:26:00,2018-04-28 01:26:00,2018-05-09,15.0
1eea1a20e6a12130a19a5299597af94a,d5a1c9ee66337a40a8b95be64166da60,delivered,2017-09-20 01:01:00,2017-09-23 17:47:00,2017-10-02,3.0
1f4b51173e5abe491422314a94e7363c,fcad3faa5c09b2baf9164b8fd20098b5,delivered,2018-04-15 22:48:00,2018-04-25 14:22:00,2018-05-14,10.0
1f759fd184ad08e54531343b16330c03,be31ab006786747df81854035a1960f4,delivered,2018-01-01 23:50:00,2018-01-15 19:15:00,2018-01-31,14.0
1f7c1b144b5b6d0a4339bd2e7ce499ac,32ea836b21bcefba824d2b279bc42e53,delivered,2018-02-28 11:10:00,2018-03-12 17:03:00,2018-03-23,12.0
1f7ff21f05c5258ab082ee51e8b2872e,6f8b40e5fdbd4a4b4dbaadc56f4bf681,delivered,2018-01-17 09:57:00,2018-01-29 20:46:00,2018-02-15,12.0
1ff2b191106588727c913321d52db56f,f807403776737da279aba36583afa4df,delivered,2018-01-10 12:28:00,2018-01-22 18:05:00,2018-02-09,12.0
205fc1dde4304cae4a504a6fa594a318,217ffba1efeab7f634bde4c18d312bd8,delivered,2018-08-09 12:13:00,2018-08-23 17:51:00,2018-09-19,14.0
20a3853f94a36870c5eff11d407f01cf,c573caf2e2c12c731885273e03dc5471,delivered,2018-07-21 12:32:00,2018-08-02 19:52:00,2018-08-22,12.0
20b93906f0b1d44ad5e6c166ab370ba7,6f8b40e5fdbd4a4b4dbaadc56f4bf681,delivered,2017-04-03 19:20:00,2017-04-13 18:42:00,2017-05-04,10.0
213387d0c127ddbc06eda8fcfe0c6603,ffe254cc039740e17dd15a5305035928,delivered,2018-07-31 23:02:00,2018-08-06 19:27:00,2018-08-08,6.0
2142bac418a228e6086f5294a8fa88db,859a9b67726d9c9306eb28b8938c59a0,delivered,2017-06-13 21:52:00,2017-06-23 09:31:00,2017-07-04,10.0
214b96dbb7d479932d8b5a1957ce0e9d,90a8e532133d8d1bb8a49c3ea08aaff6,delivered,2017-08-16 22:23:00,2017-08-28 16:51:00,2017-09-18,12.0
2170f9fac08a48aed1fc0b09c13b483b,3ee932c2f695c34affbbeb9a299c8166,delivered,2017-08-21 13:38:00,2017-09-06 18:36:00,2017-09-15,16.0
218ccc84d9bd2cf98f2bc246f70f91c8,0125fb08af5c9dd55731090aafc63ac8,delivered,2018-07-24 03:07:00,2018-07-30 18:03:00,2018-08-10,6.0
21a00b08cbeb5716bbb66105e3dbd850,76e5f3bca2b1f5c510c41563c2ea31a4,canceled,2018-09-10 17:51:00,2018-09-21 00:00:00,2018-09-20,11.0
